,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
675823,1454383743062380548,1359431894421667840,2021-10-30T09:44:40.000Z,Just posted a photo @ Lemon Auto services https://t.co/ucQ4xgC2ZQ,Instagram,Makerere Hill Road ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
146279,1405997002685624324,824002059536109569,2021-06-18T21:13:02.000Z,@PoliceUg @kebirungilydi @Lukowoyesigyire This story should be followed seriously. People should stop misusing their privileges at the expense of those in need. \nWe must train service providers to be compassionate.\n@pacemafro @GHS @cehurduganda @coact1325,Twitter for Android,"Mbarara, Uganda",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1385725,1514990175788617733,221400684,2022-04-15T15:32:59.000Z,Have you signed the Every Woman Treaty?\n\nTogether we can end Violence Against #Women &amp; #Girls.\n#EndGBV https://t.co/2EgA9BucPZ,Twitter for Android,Uganda,Uganda,"Kiruhura, Uganda","[30.5686652, -0.7151458, 31.1547525, 0.2113953]"
1419647,1517120552850567168,1354489938734174208,2022-04-21T12:38:21.000Z,"l can assure you that even if they post porn on ubc television, no one can notice it😂😂😂😂😂",Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
178994,1409098768666988544,3221561338,2021-06-27T10:38:20.000Z,She's nid to be shown around. Help this mukiga.. BAmbie. https://t.co/wrtV4biJBq,Twitter for Android,Kampala kisaasi,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
897738,1475943220664311820,1044637291338223618,2021-12-28T21:34:20.000Z,@mashapiere 😂😂that tweet was supposed to come earlier. I am using lyca,Twitter for iPhone,Nsambya Kirombe ku Mwala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
160683,1407319114494976005,1279813047868174336,2021-06-22T12:46:38.000Z,"Very true , with the Blood of Jesus, the Condition does not matter!\n#StunningAuthority https://t.co/2rDWCebQae",Twitter for Android,,Uganda,"Soroti, Uganda","[32.9483319, 1.2826619, 33.8108163, 2.0199692]"
1081563,1492557521780891649,1249571561402753024,2022-02-12T17:53:38.000Z,@KevinEmmilie4 say no more https://t.co/IRrG2fthrk,Twitter for Android,Najjera,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
928725,1478553401680187394,123877190,2022-01-05T02:26:15.000Z,@RobinInnocentJr @bakobarco 🤣🤣🤣🤣🤣🤣🤣 impressive project with the kids though,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
759930,1462756344046538757,1164264682020102144,2021-11-22T12:14:23.000Z,@ample_calm @HarryMaguire93 come here😂😂😂😂,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
934149,1479026182880387073,717775414,2022-01-06T09:44:55.000Z,@lillykirungi Perfectly cute🥰,Twitter for Android,Mutundwe,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
549211,1442369172684648449,1411387425612513284,2021-09-27T06:03:03.000Z,"If you not lazy type I love you God,, I will follow u,, immediately,❤️",Twitter for Android,,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1314676,1510081886323888134,891319450854727680,2022-04-02T02:29:12.000Z,@Omujugujugu @KagutaMuseveni @KennethOmona @TodwongR @millybabalanda @kirunda_faruk @UgPresidency Thank you very much,Twitter for Android,"Kampala, Uganda",Uganda,"Lira, Uganda","[32.7733774, 1.9970944, 33.657243, 2.6531646]"
651822,1451936104882622468,923121438399311872,2021-10-23T15:38:37.000Z,Netflix stop promoting gay,Twitter for Android,"Ibanda, Uganda",Uganda,"Ibanda, Uganda","[30.2460501, -0.3032095, 30.6394749, 0.1620369]"
207389,1411587432538116097,761468864232316928,2021-07-04T07:27:24.000Z,"Did you know? A Rhino known as NKULA (nh-cool-uh) among the Baganda people is an emblem and a clan.Similarly, the Langi people in Northern Uganda call it AMUKA (a-mu-car)and revere it as a tribal symbol.\n📸| n_gabriel_m | Entebbe Zoo 🇺🇬 https://t.co/P2HNcn46k9",Twitter for Android,"57 Lugard Ave, Entebbe",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1366925,1513819242407383047,180403238,2022-04-12T10:00:07.000Z,I have been locked but that’s not even the worst of my problems 😂,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1316123,1510192097537757184,1949313007,2022-04-02T09:47:08.000Z,@MwizaSophy @thesoleconnect1 I want 😫😫😫😫 but my rent is over powering 🤣🤣🤣🤣🤣,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
699407,1456872545790070784,1178215470857703424,2021-11-06T06:34:16.000Z,You can become a whole other better version of yoself once u get into the hands of a Professional Photographer...\n\nWe are actually Miraclle workers..\n😂😂😂 https://t.co/sz9q5iSQB8,Twitter for Android,,Uganda,Uganda,"[29.5735676, -1.4812885, 35.0360497, 4.23164]"
415894,1429768139752054788,1261728634307518466,2021-08-23T11:31:02.000Z,"@gainbtsm Let's follow each, ifb now🇺🇬🇺🇬",Twitter for Android,"Luwero, Uganda",Uganda,"Luwero, Uganda","[32.3148531, 0.5485104, 32.8028459, 1.1436775]"
486116,1436309855380385799,986389249,2021-09-10T12:45:29.000Z,I am home in Paya,Twitter for Android,"Kampala, Uganda",Uganda,family health unit paya,"[33.99755859375, 0.8083134293556213, 33.99755859375, 0.8083134293556213]"
75409,1398928657427714048,1128611042219692032,2021-05-30T09:05:57.000Z,@brynklaus Come for a sip✌🏾💫 https://t.co/Jps9A85BeT,Twitter for Android,Nowhere ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
516286,1439126078719729664,1715151974,2021-09-18T07:16:09.000Z,@redmayne_robert @revue @wbulime @AaravSeth_ @Ugaman01 @WakioDorcas @malikofori @UlrichJvV @antonioguterres @KambojAnanya @UNEP Thank you,Twitter for Android,"Gulu, Uganda",Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
539538,1441493106499547136,2813167973,2021-09-24T20:01:52.000Z,"@omwiisiki Ex - Nikita Kering, Lightning - Mortimer",Twitter for iPhone,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1292642,1508539936093446147,2160400060,2022-03-28T20:22:02.000Z,@chepto_nancy Thanks ...lots of love,Twitter for Android,N,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1219418,1503390945101893633,914578188,2022-03-14T15:21:47.000Z,"@vincekakooza @NelsonSsenyange Sipapa is fake , mbu 300k for benz lights.",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
69013,1398147524540747777,968787469578711041,2021-05-28T05:22:00.000Z,@bruno_akampa What exactly,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1103674,1494349690812485633,1125010716,2022-02-17T16:35:04.000Z,"Whoever wants to beat @Am_Creezy , I have the address. Guy needs some cains. \n\nToo much violence 😂",Twitter for Android,Africa,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
43829,1395083531831812096,1187639294699159553,2021-05-19T18:26:48.000Z,@GodwinAyesiga @SFrenzilla Haha,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
349925,1423750519357587464,1408186075684782080,2021-08-06T20:59:10.000Z,The fighter is landing in less than 6hrs from now!! https://t.co/3EPZ1c1kLQ,Twitter for Android,Rwanda,Uganda,"Kabale, Uganda","[29.7294059, -1.4812885, 30.2990389, -0.9883408]"
1084248,1492838725944070147,1259397158589157376,2022-02-13T12:31:02.000Z,Canary hotel brunch check in,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1057680,1490608128685137922,1312639324597477376,2022-02-07T08:47:26.000Z,Hustle like ue own real nothing✊✊,Twitter for Android,timeline @ freestar World,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
967785,1482065871329763329,972544842,2022-01-14T19:03:33.000Z,"this breakup is so poetic, I wonder if its subjects felt it https://t.co/gNDKn2nTjE",Twitter for iPhone,Seychelles,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1420375,1517161231651680257,2328896959,2022-04-21T15:19:59.000Z,How about the GDIs https://t.co/ZqKg62JXtt,Twitter for Android,Where The Party Is,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1116954,1495311157925748737,1033171278037954561,2022-02-20T08:15:36.000Z,Prayer 🙏 is Strength,Twitter for Android,Bundibugyo Kampala Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
941677,1479750620781465603,1304343097481072640,2022-01-08T09:43:35.000Z,@Gloriakiggundu Sure!!!,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
978131,1483042920810876933,1413205445871820806,2022-01-17T11:46:00.000Z,Follow us:\nWe are thrilled to let you know that we shall be updating most of the latest news and offers on our website.\n\nPlease visit us at \nhttps://t.co/wg3Ha3oxVo https://t.co/EGmIc15RJz,Twitter for Android,"Tooro Golf Club, Fort Portal",Uganda,Uganda,"[29.5735676, -1.4812885, 35.0360497, 4.23164]"
1027929,1488039030235226112,398597270,2022-01-31T06:38:45.000Z,#InTheNews! #JFCUupdates \nThe report by Education Evidence Advisory panel recommends that @GovUganda prioritizes keeping schools open through COVID-19 pandemic to prevent further learning losses.\n@HealthEduRes @MosesNtenga @Educ_SportsUg @JanetMuseveni @UKinUganda https://t.co/PIXGu3d9Zq,Twitter for iPhone,Registered in 2006,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1038928,1489083218888429573,476017628,2022-02-03T03:47:59.000Z,"#NewProfilePic #newmonth #globalcitizen Good morning Uganda, Africa and the World. https://t.co/rDtYMFCmWv",Twitter for Android,uganda,Uganda,Bweyogerere,"[32.66290710083479, 0.35279918396972637, 32.66290710083479, 0.35279918396972637]"
885621,1474830073639411712,1025881150106034176,2021-12-25T19:51:05.000Z,It's still your year 👌,Twitter for iPhone,"Kampala, Uganda",Uganda,"Nebbi, Uganda","[30.7409704, 2.1544214, 31.5296875, 2.7839246]"
1368976,1513931454803283970,1270645926001094656,2022-04-12T17:26:00.000Z,@MonitorSqoop @DailyMonitor Ohh sorry,Twitter for Android,"Kasese, Uganda",Uganda,"Kasese, Uganda","[29.7016479, -0.2097724, 30.2976463, 0.4820432]"
817771,1468459556103675904,1464299162661441540,2021-12-08T05:56:55.000Z,@AkiikiEntale Like seriously is it allowed to fix yourself 😂😂,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
516260,1439124547295395840,247647372,2021-09-18T07:10:04.000Z,Game on its Australia Wallabies vs South Africa Springboks,Twitter for iPhone,"Nairobi, Kenya",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1181368,1500484708005728256,1964075060,2022-03-06T14:53:26.000Z,"b) The defeat of the Boer republics in 1902, the signing of the Treaty of Vereeniging and the formation of the Union of South-Africa in 1910.\n\nAfricans who fought and died for the British army were cast aside to preserve peace for the white settlers in South Africa.",Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
901590,1476250660551200770,1420649232818712577,2021-12-29T17:55:59.000Z,I love you so much https://t.co/7nk4qlZWfp,Twitter for Android,"Kiboga, Uganda",Uganda,"Kiboga, Uganda","[31.2923467, 0.6123215, 32.194139, 1.365012]"
1135904,1496730152398635013,1228289864124289024,2022-02-24T06:14:10.000Z,"On my shoulders is responsibility, I hold hope on my arms. https://t.co/1q2olSmZpI",Twitter for Android,kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1043560,1489458635033952256,498771227,2022-02-04T04:39:46.000Z,"@KCCAUG @KCCAED @PoliceUg thanks for realising the traffic jam problem at the Kisaasi-Ntinda roundabout. \n\nHowever, putting police officers here to whistle and wave is not going to solve the problem! There's a design issue! Expand or remove the ""funnel"" around Ndere Centre bambi! https://t.co/r0XeNRptAF",Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
189974,1410091384061710336,1124629689157525504,2021-06-30T04:22:38.000Z,I didn't know that some of these ladies be happy that you be crushing at them while they don't accept your idea\n🤠🤠🤠🤠🤠🤠🤠,Twitter for Android,,Uganda,"Buliisa, Uganda","[31.1051481, 1.6748372, 31.6230051, 2.2732911]"
1208323,1502557214980153344,864043761088770048,2022-03-12T08:08:50.000Z,@omotoye_shina @withmetrust Do so,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1318486,1510344130135740419,491441704,2022-04-02T19:51:16.000Z,"@shaffsebunya We're ready to receive him, appreciate him and accept him as our legitimate leader..",Twitter for Android,"Kampala,Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
617523,1448579322663641098,2765976614,2021-10-14T09:19:58.000Z,Why should podcasters be trusted? What do they have to offer that's different from main stream media. Engaging discussion @ the #EASTFest21,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
725170,1459463013514330120,1368654880248918020,2021-11-13T10:07:52.000Z,Kyokka that Hipopo style makes my day https://t.co/IEIXxUWuFs,Twitter for Android,"New Jersey,",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
129579,1404544825819602946,1103221684784394242,2021-06-14T21:02:36.000Z,"For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, [maketh] the Son, who is consecrated for evermore.\n\nHeb. 7:28 (KJV)",Twitter for Android,Entebbe - Kitala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1266049,1506693589010874369,1664850570,2022-03-23T18:05:19.000Z,"@MalkiaQueency It's okay madam speaker,\nBut the boobs...",Twitter for Android,work,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
273035,1416835385641127942,194690019,2021-07-18T19:00:54.000Z,#ntvpanorama Thanks for all those that compiled it,Twitter for Android,uganda,Uganda,"Rakai, Uganda","[31.090853, -1.0026794, 32.0017811, -0.4290046]"
319427,1420833411053363200,2874698047,2021-07-29T19:47:37.000Z,S/O to boys that used fair and lovely to clear their pimples in highschool and ended up bleaching. 😂,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
140022,1405543539757535233,366545260,2021-06-17T15:11:08.000Z,"@Umwamikaziii @Hirolla256 Nanti social distancing, Ella ndowoza 2022 is a good year🙈",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
208195,1411634036968132608,952962695875018752,2021-07-04T10:32:35.000Z,If Put it on first was aperson John black did it I mean sunglasses 😎😎 🤣🤣 https://t.co/ujV5WbxavN,Twitter for Android,Uganda Jinja,Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
243137,1414285703165399047,1398330275755614209,2021-07-11T18:09:22.000Z,"@SparksShaniz Well if I ever had one, I would tell.",Twitter for Android,Unravel,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
485387,1436248606391025667,50317623,2021-09-10T08:42:06.000Z,Cuz real niggas don't pull out!!! 💪🏾 https://t.co/8UDPCS1Yve,Twitter for Android,🇳🇬 🇺🇬,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
319625,1420854005048168449,4774946422,2021-07-29T21:09:27.000Z,Day one of added 42 days of second lockdown,Twitter for iPhone,Kisaasi,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
358323,1424461839807782914,1335514657998647296,2021-08-08T20:05:42.000Z,@RONALDMORO8 @RemboMary @mus_meanor @Ogainoemma @Opiojosep @TrulyUgandan @NTALEISAAC7 @SilasMucani @KOKASEJOUE @ben_erique God wants everyone to come into Repentance. #GloriousLamb,Twitter for Android,"Entebbe, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1378160,1514525801286352896,4817565891,2022-04-14T08:47:44.000Z,Today looks like a good day for the truce https://t.co/hZf44uN6Us,Twitter for iPhone,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
568929,1444247903187476480,1443746481500995585,2021-10-02T10:28:27.000Z,@GalaxyFMUg @TIMOPONDCHART Thaxx 4 de show,Twitter for Android,,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
1037574,1488910140493422593,816571909752188928,2022-02-02T16:20:14.000Z,I failed to get sleep because I didn't talk to you love https://t.co/An5cDUJER1,Twitter for Android,Planet Earth ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
103209,1401911689403006979,459054329,2021-06-07T14:39:27.000Z,@ClaudeJon Them three pointers are rare but when they hit https://t.co/CM5riKApW0,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
600338,1446922112833310721,1203976595356172288,2021-10-09T19:34:48.000Z,@OKitiibwa @KawerereBryn @SNamugabo @DonaldJTrumpJr @Atukunda_R @SamNkak That is why we are going to have another trip to there combining the entire SFEGS FAMILY if not the entire makerere university.,Twitter for Android,"Kampala, Uganda",Uganda,"Mpigi, Uganda","[31.3024318, -0.1482004, 32.4269741, 0.4057946]"
995242,1484818311867256833,1450763093492084737,2022-01-22T09:20:46.000Z,"@DoreenNasaasira @YekoyadaUG Give him time to feel thirsty again, he will call you ,,as for now he is still satisfied, gerrit",Twitter for Android,Kampala uganda ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
777361,1464453481536831492,1451067401026641921,2021-11-27T04:38:12.000Z,@stephpgold Sure,Twitter for Android,"Wakiso, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
